C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,N/A,N/A,"497,290.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P02,N/A,N/A,"421,085.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P03,N/A,N/A,"440,210.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P04,N/A,N/A,"432,210.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P05,N/A,N/A,"478,310.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P06,N/A,N/A,"465,300.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P07,N/A,N/A,"456,840.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P08,N/A,N/A,"443,900.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P09,N/A,N/A,"448,586.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P10,N/A,N/A,"407,080.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P11,N/A,N/A,"444,500.00",N/A,N/A,N/A,N/A,N/A,N/A
2024,P12,N/A,N/A,"466,600.00",N/A,N/A,N/A,N/A,N/A,N/A
