C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,2058,100845,NA,NA,NA,NA,0,0
2024,P02,NA,2245,110015,NA,NA,NA,NA,0,0
2024,P03,NA,2137,104723,NA,NA,NA,NA,0,0
2024,P04,NA,2075,101684,NA,NA,NA,NA,0,0
2024,P05,NA,2232,109373,NA,NA,NA,NA,0,0
2024,P06,NA,1787,87567,NA,NA,NA,NA,0,0
2024,P07,NA,2322,113800,NA,NA,NA,NA,0,0
2024,P08,NA,1848,90561,NA,NA,NA,NA,0,0
2024,P09,NA,1905,93337,NA,NA,NA,NA,0,0
2024,P10,NA,2063,101083,NA,NA,NA,NA,0,0
2024,P11,NA,1989,97466,NA,NA,NA,NA,0,0
2024,P12,NA,1808,88574,NA,NA,NA,NA,0,371000
