C601,C602,R025-0301,R025-0302,R025-0303,R025-0304,R025-0305,R025-0306,R025-0307,R025-0308,R025-0309
2024,ENERO,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,ENERO,"EDGE NETWORK SERVICES MÉXICO, S. DE R.L. DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,ENERO,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,ENERO,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,FEBRERO,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,FEBRERO,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,FEBRERO,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,MARZO,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,MARZO,CHIVAS DE CORAZON S.A. DE C.A.,NO,NO,NO,NO,NO,SI,SI,NO
2024,MARZO,"EDGE NETWORK SERVICES MÉXICO, S. DE R.L. DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,MARZO,GOLD DATA BROADCAST INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,MARZO,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,MARZO,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,ABRIL,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,ABRIL,CHIVAS DE CORAZON S.A. DE C.A.,NO,NO,NO,NO,NO,SI,SI,NO
2024,ABRIL,"EDGE NETWORK SERVICES MÉXICO, S. DE R.L. DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,ABRIL,GOLD DATA BROADCAST INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,ABRIL,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,ABRIL,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,MAYO,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,MAYO,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,MAYO,CHIVAS DE CORAZON S.A. DE C.A.,NO,NO,NO,NO,NO,SI,SI,NO
2024,MAYO,GOLD DATA BROADCAST INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,MAYO,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,MAYO,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,JUNIO,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,JUNIO,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,JUNIO,CHIVAS DE CORAZON S.A. DE C.A.,NO,NO,NO,NO,NO,SI,SI,NO
2024,JUNIO,GOLD DATA BROADCAST INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,JUNIO,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,JUNIO,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,JULIO,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,JULIO,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,JULIO,CHIVAS DE CORAZON S.A. DE C.A.,NO,NO,NO,NO,NO,SI,SI,NO
2024,JULIO,"EQUINIX MX SERVICES, S.A. DE C.V",NO,NO,NO,NO,NO,SI,SI,NO
2024,JULIO,GOLD DATA BROADCAST INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,JULIO,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,JULIO,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,Arelion Mexico S.A de C.V,NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,"EDGE NETWORK SERVICES MÉXICO, S. DE R.L. DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,"EQUINIX MX SERVICES, S.A. DE C.V",NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,GOLD DATA BROADCAST INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,AGOSTO,"WINDSTREAM HOLDINGS II, LLC",NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,Arelion Mexico S.A de C.V,NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,AT&T Comunicaciones Digitales S de RL de CV,NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,"EQUINIX MX SERVICES, S.A. DE C.V",NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,SEPTIEMBRE,"WINDSTREAM HOLDINGS II, LLC",NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,Arelion Mexico S.A de C.V,NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,AT&T Comunicaciones Digitales S de RL de CV,NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,"EQUINIX MX SERVICES, S.A. DE C.V",NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,OCTUBRE,"WINDSTREAM HOLDINGS II, LLC",NO,NO,NO,NO,NO,SI,SI,NO
2024,NOVIEMBRE,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,NOVIEMBRE,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,NOVIEMBRE,Arelion Mexico S.A de C.V,NO,NO,NO,NO,NO,SI,SI,NO
2024,NOVIEMBRE,AT&T Comunicaciones Digitales S de RL de CV,NO,NO,NO,NO,NO,SI,SI,NO
2024,NOVIEMBRE,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,NOVIEMBRE,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,NOVIEMBRE,"WINDSTREAM HOLDINGS II, LLC",NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,"Amazon Data Services MX, S. de R.L. de C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,Amazon Kuiper Mexico S. de R.L. de C.V.,NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,Arelion Mexico S.A de C.V,NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,AT&T Comunicaciones Digitales S de RL de CV,NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,GOLD DATA USA INC,NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,Neulink Networks  S de RL de CV,NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,STARLINK SATELLITE SYSTEMS MEXICO S DE RL DE CV,NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,"TELEFONIA POR CABLE, S A DE C.V.",NO,NO,NO,NO,NO,SI,SI,NO
2024,DICIEMBRE,"WINDSTREAM HOLDINGS II, LLC",NO,NO,NO,NO,NO,SI,SI,NO
