C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,10280.87,503762.68,NA,NA,NA,NA,228103.11,1724.14
2024,P02,NA,9094.22,445616.85,NA,NA,NA,NA,61048.54,1724.14
2024,P03,NA,9180.92,449864.94,NA,NA,NA,NA,122097.09,1724.14
2024,P04,NA,9444.1,462760.84,NA,NA,NA,NA,183145.63,1724.14
2024,P05,NA,9163.28,449000.74,NA,NA,NA,NA,122097.09,1724.14
2024,P06,NA,9482.2,464628.03,NA,NA,NA,NA,152621.36,1724.14
2024,P07,NA,9806.27,480507.46,NA,NA,NA,NA,304061.6,1724.14
2024,P08,NA,9420.14,461587.03,NA,NA,NA,NA,314105.12,1724.14
2024,P09,NA,9280.21,454730.29,NA,NA,NA,NA,213669.9,1724.14
2024,P10,NA,9235.56,452542.32,NA,NA,NA,NA,162640.78,1724.14
2024,P11,NA,9421.62,461659.42,NA,NA,NA,NA,274718.45,1724.14
2024,P12,NA,9791.54,479785.55,NA,NA,NA,NA,432242.72,1724.14
