C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,0,0,76600,0,0,0,0,0,0
2024,P02,0,0,67430,0,0,0,0,0,0
2024,P03,0,1500,83180,0,0,0,0,0,0
2024,P04,0,0,89530,0,0,0,0,0,0
2024,P05,0,0,96717,0,0,0,0,0,0
2024,P06,0,0,96100,0,0,0,0,0,0
2024,P07,0,0,104330,0,0,0,0,0,0
2024,P08,0,0,108860,0,0,0,0,0,0
2024,P09,0,0,108920,0,0,0,0,0,0
2024,P10,0,0,112020,0,0,0,0,0,0
2024,P11,0,0,136750,0,0,0,0,0,0
2024,P12,0,15000,149180,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
