C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2023,P01,NA,NA,3021639.92,NA,NA,NA,NA,NA,NA
2023,P02,NA,NA,2930108.30,NA,NA,NA,NA,NA,NA
2023,P03,NA,NA,2753924.62,NA,NA,NA,NA,NA,NA
2023,P04,NA,NA,2717417.83,NA,NA,NA,NA,NA,NA
2023,P05,NA,NA,2822185.20,NA,NA,NA,NA,NA,NA
2023,P06,NA,NA,4792975.89,NA,NA,NA,NA,NA,NA
2023,P07,NA,NA,2739475.85,NA,NA,NA,NA,NA,NA
2023,P08,NA,NA,2740963.27,NA,NA,NA,NA,NA,NA
2023,P09,NA,NA,2815876.98,NA,NA,NA,NA,NA,NA
2023,P10,NA,NA,2747672.56,NA,NA,NA,NA,NA,NA
2023,P11,NA,NA,2957378.17,NA,NA,NA,NA,NA,NA
2023,P12,NA,NA,3000750.11,NA,NA,NA,NA,NA,NA
