C601,C602,R008-0101,R008-0102,R008-0103,R008-0104,R008-0105,R008-0106,R008-0107
2024,P10,1152933,222654,19166,0,0,0,0
2024,P11,1140267,268094,22896,0,0,0,0
2024,P12,749303,134721,12744,0,0,0,0
