C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,1,69802.05,NA,NA,NA,NA,NA,NA,0,0
2024,2,88446.83,NA,NA,NA,NA,NA,NA,0,0
2024,3,47688.07,NA,NA,NA,NA,NA,NA,0,0
2024,4,78986.49,NA,NA,NA,NA,NA,NA,0,0
2024,5,"83,584.63",NA,NA,NA,NA,NA,NA,0,0
2024,6,77902.67,NA,NA,NA,NA,NA,NA,0,0
2024,7,94779.72,NA,NA,NA,NA,NA,NA,0,0
2024,8,73035.6,NA,NA,NA,NA,NA,NA,0,0
2024,9,97771.64,NA,NA,NA,NA,NA,NA,0,0
2024,10,77368.69,NA,NA,NA,NA,NA,NA,0,0
2024,11,"72,524.42",NA,NA,NA,NA,NA,NA,0,0
2024,12,"66,883.46",NA,NA,NA,NA,NA,NA,0,0
