C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,0.00,0.00,54409.60,0.00,0.00,0.00,0.00,0.00,0.00
2024,P02,0.00,0.00,89701.05,0.00,0.00,0.00,0.00,0.00,0.00
2024,P03,0.00,0.00,116103.72,0.00,0.00,0.00,0.00,0.00,0.00
2024,P04,0.00,0.00,150779.65,0.00,0.00,0.00,0.00,0.00,0.00
2024,P05,0.00,0.00,185463.38,0.00,0.00,0.00,0.00,0.00,0.00
2024,P06,0.00,0.00,203050.47,0.00,0.00,0.00,0.00,0.00,0.00
2024,P07,0.00,0.00,247953.13,0.00,0.00,0.00,0.00,0.00,0.00
2024,P08,0.00,0.00,272196.29,0.00,0.00,0.00,0.00,0.00,0.00
2024,P09,0.00,0.00,342958.44,0.00,0.00,0.00,0.00,0.00,0.00
2024,P10,0.00,0.00,389529.25,0.00,0.00,0.00,0.00,0.00,0.00
2024,P11,0.00,0.00,457045.69,0.00,0.00,0.00,0.00,0.00,0.00
2024,P12,0.00,0.00,502159.70,0.00,0.00,0.00,0.00,0.00,0.00
