C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,"16,430.19","1,010,457.23",NA,NA,NA,NA,NA,NA
2024,P02,NA,"14,280.78","878,268.26",NA,NA,NA,NA,NA,NA
2024,P03,NA,"13,361.57","821,736.86",NA,NA,NA,NA,NA,NA
2024,P04,NA,"14,288.61","878,749.88",NA,NA,NA,NA,NA,NA
2024,P05,NA,"13,528.91","832,028.45",NA,NA,NA,NA,NA,NA
2024,P06,NA,"12,660.21","778,603.08",NA,NA,NA,NA,NA,NA
2024,P07,NA,"14,633.64","899,969.26",NA,NA,NA,NA,NA,NA
2024,P08,NA,"13,007.05","799,933.69",NA,NA,NA,NA,NA,NA
2024,P09,NA,"11,870.98","730,065.63",NA,NA,NA,NA,NA,NA
2024,P10,NA,"13,282.38","816,866.44",NA,NA,NA,NA,NA,NA
2024,P11,NA,"12,473.40","767,114.26",NA,NA,NA,NA,NA,NA
2024,P12,NA,"12,823.03","788,616.76",NA,NA,NA,NA,NA,NA
