C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,0,81551.7,2863456.94,NA,NA,NA,NA,0,NA
2024,P02,0,65110.48,1819612.74,NA,NA,NA,NA,0,NA
2024,P03,0,71847.9,1823201.79,NA,NA,NA,NA,0,NA
2024,P04,0,65940.82,1823912.34,NA,NA,NA,NA,0,NA
2024,P05,0,69138.44,1821187.06,NA,NA,NA,NA,0,NA
2024,P06,0,65170.17,1746598.63,NA,NA,NA,NA,0,NA
2024,P07,0,59608.43,1854818.61,NA,NA,NA,NA,0,NA
2024,P08,0,60092.22,1747821.21,NA,NA,NA,NA,0,NA
2024,P09,0,59645.63,1566746.41,NA,NA,NA,NA,0,NA
2024,P10,0,56125.66,1606966.97,NA,NA,NA,NA,0,NA
2024,P11,0,59963.88,1741956.27,NA,NA,NA,NA,0,NA
2024,P12,0,68293.56,2342901.53,NA,NA,NA,NA,0,NA
