C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2023,P01, NA , NA ,48526.27, NA , NA , NA , NA , NA , NA 
2023,P02, NA , NA ,37856.24, NA , NA , NA , NA , NA , NA 
2023,P03, NA , NA ,41259.26, NA , NA , NA , NA , NA , NA 
2023,P04, NA , NA ,54128.94, NA , NA , NA , NA , NA , NA 
2023,P05, NA , NA ,38456.26, NA , NA , NA , NA , NA , NA 
2023,P06, NA , NA ,41257.46, NA , NA , NA , NA , NA , NA 
2023,P07, NA , NA ,42327.46, NA , NA , NA , NA , NA , NA 
2023,P08, NA , NA ,39635.17, NA , NA , NA , NA , NA , NA 
2023,P09, NA , NA ,43657.46, NA , NA , NA , NA , NA , NA 
2023,P10, NA , NA ,37425.18, NA , NA , NA , NA , NA , NA 
2023,P11, NA , NA ,48956.33, NA , NA , NA , NA , NA , NA 
2023,P12, NA , NA ,53973.07, NA , NA , NA , NA , NA , NA 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
