C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P02,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P03,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P04,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P05,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P06,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P07,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P08,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P09,N/A,N/A,N/A,"1,700,369.29",N/A,N/A,N/A,N/A,N/A
2024,P10,N/A,N/A,N/A,"1,824,354.54",N/A,N/A,N/A,N/A,N/A
2024,P11,N/A,N/A,N/A,"1,824,354.54",N/A,N/A,N/A,N/A,N/A
2024,P12,N/A,N/A,N/A,"1,824,354.54",N/A,N/A,N/A,N/A,N/A
