C601,C602,R003-0101,R003-0102,R003-0103,R003-0104,R003-0105,R003-0106,R003-0107,R003-0108,R003-0109
2023,P01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P02,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P03,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P06,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P07,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P08,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P09,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,P12,NA,NA,NA,NA,NA,NA,NA,NA,NA
