C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,8916.93,436929.63,NA,NA,NA,NA,0,NA 
2024,P02,NA,7825.60,383454.17,NA,NA,NA,NA,0,NA 
2024,P03,NA,7371.07,361182.40,NA,NA,NA,NA,0,NA 
2024,P04,NA,8061.02,394990.00,NA,NA,NA,NA,0,NA 
2024,P05,NA,7761.74,380325.37,NA,NA,NA,NA,0,NA 
2024,P06,NA,8018.75,392918.66,NA,NA,NA,NA,0,NA 
2024,P07,NA,8557.21,419303.34,NA,NA,NA,NA,0,NA 
2024,P08,NA,8151.48,399422.72,NA,NA,NA,NA,0,NA 
2024,P09,NA,8487.91,415907.82,NA,NA,NA,NA,0,NA 
2024,P10,NA,7914.81,387825.69,NA,NA,NA,NA,0,NA 
2024,P11,NA,7867.96,385530.17,NA,NA,NA,NA,31277.2,NA 
2024,P12,NA,10592.57,519035.71,NA,NA,NA,NA,58670.92,NA 
