C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01," $5,901.72 "," $7,377.15 "," $35,902.15 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P02," $11,281.03 "," $14,101.29 "," $68,626.29 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P03," $10,808.28 "," $13,510.35 "," $65,750.35 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P04," $6,646.55 "," $8,308.19 "," $40,433.18 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P05," $10,190.48 "," $12,738.10 "," $61,992.10 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P06," $6,373.12 "," $7,966.40 "," $38,769.80 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P07," $5,542.76 "," $6,928.45 "," $33,718.44 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P08," $11,723.79 "," $14,654.74 "," $71,319.74 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P09," $11,077.24 "," $13,846.55 "," $67,386.55 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P10," $11,648.97 "," $14,561.22 "," $70,864.60 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P11," $11,816.90 "," $14,771.12 "," $71,886.12 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P12," $10,963.47 "," $13,704.34 "," $66,694.44 ", $-   , $-   , $-   , $-   , $-   , $-   
