C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01, $-   ," $2,708.82 "," $87,585.18 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P02, $-   ," $2,961.21 "," $95,745.79 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P03, $-   ," $2,608.80 "," $84,351.20 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P04, $-   ," $2,607.78 "," $84,318.22 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P05, $-   ," $2,751.87 "," $88,977.13 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P06, $-   ," $2,466.06 "," $79,735.94 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P07, $-   ," $3,030.93 "," $98,000.07 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P08, $-   ," $3,331.05 "," $107,703.95 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P09, $-   ," $2,691.87 "," $87,037.13 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P10, $-   ," $4,330.53 "," $140,020.47 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P11, $-   ," $5,774.04 "," $186,693.96 ", $-   , $-   , $-   , $-   , $-   , $-   
2024,P12, $-   ," $2,353.38 "," $76,092.62 ", $-   , $-   , $-   , $-   , $-   , $-   
