C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,22353,1095277,NA,NA,NA,NA,0,2586
2024,P02,NA,22473,1101160,NA,NA,NA,NA,71141,2586
2024,P03,NA,22573,1106095,NA,NA,NA,NA,248993,2586
2024,P04,NA,22799,1117161,NA,NA,NA,NA,150651,2586
2024,P05,NA,22934,1123752,NA,NA,NA,NA,0,2586
2024,P06,NA,22955,1124777,NA,NA,NA,NA,192499,2586
2024,P07,NA,23095,1131633,NA,NA,NA,NA,228488,2586
2024,P08,NA,23096,1131699,NA,NA,NA,NA,142700,2586
2024,P09,NA,23153,1134496,NA,NA,NA,NA,324737,2586
2024,P10,NA,23213,1137417,NA,NA,NA,NA,142282,2586
2024,P11,NA,23266,1140023,NA,NA,NA,NA,175760,2586
2024,P12,NA,23464,1149712,NA,NA,NA,NA,104619,2586
