C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,0,5198.27,76590.02,NA,NA,NA,0,NA,NA
2024,P02,0,8866.38,85948.22,NA,NA,NA,0,NA,NA
2024,P03,0,1206.89,79949.68,NA,NA,NA,0,NA,NA
2024,P04,2205.22,4706.89,57577.12,NA,NA,NA,283028.54,NA,NA
2024,P05,0,3439.65,56442.17,NA,NA,NA,29771.55,NA,NA
2024,P06,0,6448.27,79330.97,NA,NA,NA,0,NA,NA
2024,P07,0,9175.86,59367.75,NA,NA,NA,0,NA,NA
2024,P08,1851.84,5020.68,91194.35,NA,NA,NA,0,NA,NA
2024,P09,0,13685.34,92994.46,NA,NA,NA,0,NA,NA
2024,P10,0,8189.65,100320.91,NA,NA,NA,38243.10,NA,NA
2024,P11,0,6375,124453.53,NA,NA,NA,39513.80,NA,NA
2024,P12,0,4656.03,98565.08,NA,NA,NA,91352.59,NA,NA
