C601,C602,R017-0201,R017-0202,R017-0203,R017-0204,R017-0205,R017-0206,R017-0207
2024,P10,"Corporación Novavisión, S. de R.L. de C.V.",No,No,No,No,No,No
2024,P11,"Corporación Novavisión, S. de R.L. de C.V.",No,No,No,No,No,No
2024,P12,"Corporación Novavisión, S. de R.L. de C.V.",No,No,No,No,No,No
