C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,397288.27,NA,NA,NA,NA,NA,NA,NA,NA
2024,P02,399219.2,NA,NA,NA,NA,NA,NA,NA,NA
2024,P03,398253.74,NA,NA,NA,NA,NA,NA,NA,NA
2024,P04,402598.32,NA,NA,NA,NA,NA,NA,NA,NA
2024,P05,405011.98,NA,NA,NA,NA,NA,NA,NA,NA
2024,P06,402598.32,NA,NA,NA,NA,NA,NA,NA,NA
2024,P07,400667.39,NA,NA,NA,NA,NA,NA,NA,NA
2024,P08,402115.59,NA,NA,NA,NA,NA,NA,NA,NA
2024,P09,403081.05,NA,NA,NA,NA,NA,NA,NA,NA
2024,P10,403563.78,NA,NA,NA,NA,NA,NA,NA,NA
2024,P11,404529.25,NA,NA,NA,NA,NA,NA,NA,NA
2024,P12,408391.1,NA,NA,NA,NA,NA,NA,NA,NA
