C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,858.03,69730.23,NA,NA,NA,NA,NA,NA
2024,P02,NA,1287.05,58980.36,NA,NA,NA,NA,NA,NA
2024,P03,NA,858.03,68812.92,NA,NA,NA,NA,NA,NA
2024,P04,NA,1287.05,78641.02,NA,NA,NA,NA,NA,NA
2024,P05,NA,943.64,130739.28,NA,NA,NA,NA,NA,NA
2024,P06,NA,943.64,98300.24,NA,NA,NA,NA,NA,NA
2024,P07,NA,858.03,76674.01,NA,NA,NA,NA,NA,NA
2024,P08,NA,858.03,63895.92,NA,NA,NA,NA,NA,NA
2024,P09,NA,1287.05,78640.21,NA,NA,NA,NA,NA,NA
2024,P10,NA,943.64,69661.93.24,NA,NA,NA,NA,NA,NA
2024,P11,NA,858.03,78961.65,NA,NA,NA,NA,NA,NA
2024,P12,NA,1287.05,65091,NA,NA,NA,NA,NA,NA
