C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,15517.24,39224.14,161187.57,NA,NA,NA,NA,NA,NA
2024,P02,10344.83,45948.28,172826,NA,NA,NA,NA,NA,NA
2024,P03,2586.21,36982.76,186101.36,NA,NA,NA,NA,NA,NA
2024,P04,5172.41,26896.55,196015.16,NA,NA,NA,NA,NA,NA
2024,P05,15517.24,21293,204506.53,NA,NA,NA,NA,NA,NA
2024,P06,10344.83,25775.86,212739.29,NA,NA,NA,NA,NA,NA
2024,P07,36207,33620.69,222394.47,NA,NA,NA,NA,NA,NA
2024,P08,5172.41,29137.93,236015.16,NA,NA,NA,NA,NA,NA
2024,P09,12931.03,30258.62,246661.71,NA,NA,NA,NA,NA,NA
2024,P10,5172.41,38103.45,258213.43,NA,NA,NA,NA,NA,NA
2024,P11,20689.66,49310.34,272394.47,NA,NA,NA,NA,NA,NA
2024,P12,41379.31,26896.55,288213.43,NA,NA,NA,NA,NA,NA
